84357.324668,70229.093139,615819.012053,489238.403328,-28.005809
83416.240842,54569.676631,572571.234689,489238.403328,-54.653086
86533.011156,295168.598572,586076.190150,489238.403328,-284.863823
82259.235540,2633.381256,76923.376850,489238.403328,-497.207643
83848.653623,77115.011030,615819.178411,489238.403328,-34.382890
0.000000,0.000000,0.000000,0.000000,0.000000
83853.993934,20994.460217,8.354386,489238.403328,-594.078503
175325.089629,7694500.185149,615819.072002,489238.403328,-7743.244606
87538.061450,34773.228297,250597.420000,489238.403328,-360.952273
0.000000,0.000000,0.000000,0.000000,0.000000
88155.371091,245033.834246,615819.272390,489238.403328,-206.608336
0.000000,0.000000,0.000000,0.000000,0.000000
87813.886564,109682.801687,1385970.488154,489238.403328,699.235397
88335.046151,119221.904107,615818.950117,489238.403328,-80.976403
87115.499830,42400.940887,292311.093603,489238.403328,-326.443750
0.000000,0.000000,0.000000,0.000000,0.000000
86324.947052,33720.243069,615819.178416,489238.403328,6.535585
84046.584582,75171.938767,615818.920092,489238.403328,-32.638007
87909.135128,301745.137051,669124.923703,489238.403328,-209.767752
0.000000,0.000000,0.000000,0.000000,0.000000
85399.786981,202486.400931,615818.967617,489238.403328,-161.305624
87865.019121,203661.200350,615819.176830,489238.403328,-164.945446
56052.684726,-77432.900613,1025615.724561,489238.403328,557.757537
85341.823941,-154082.121591,817681.474584,489238.403328,397.183369
0.000000,0.000000,0.000000,0.000000,0.000000
83417.406151,1785.935252,1104.586179,489238.403328,-573.337159
89215.970271,-54919.985854,762211.510861,489238.403328,238.677123
0.000000,0.000000,0.000000,0.000000,0.000000
87099.313342,253914.493448,798368.550354,489238.403328,-31.883660
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
82655.539644,57830.078759,529101.932929,489238.403328,-100.622089
85586.026557,373073.710363,615819.149307,489238.403328,-332.078991
0.000000,0.000000,0.000000,0.000000,0.000000
84057.047185,61642.038709,615819.078685,489238.403328,-19.118411
83994.936954,109646.092451,615819.136501,489238.403328,-67.060296
0.000000,0.000000,0.000000,0.000000,0.000000
82259.235540,6926.222798,212778.663876,489238.403328,-365.645198
86517.870813,221742.281417,1119142.336155,489238.403328,321.643781
0.000000,0.000000,0.000000,0.000000,0.000000
86443.436260,202077.540523,2341010.796395,489238.403328,1563.251416
0.000000,0.000000,0.000000,0.000000,0.000000
82259.235540,49621.637304,38238.548322,489238.403328,-582.880728
0.000000,0.000000,0.000000,0.000000,0.000000
88351.655631,206224.221858,0.061582,489238.403328,-783.814219
82323.827048,33085.172093,615819.178411,489238.403328,11.171776
90052.748899,145544.196481,487458.455576,489238.403328,-237.376893
83752.100191,60749.158158,70773.675049,489238.403328,-562.965987
82259.270511,-42576.023085,605413.076285,489238.403328,76.491426
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
87135.505066,169267.135770,247056.187254,489238.403328,-498.584857
84989.238061,-71049.535356,615819.178409,489238.403328,112.641072
83408.752689,2265.989950,977.701085,489238.403328,-573.935445
90369.037061,243688.337602,1280638.540036,489238.403328,457.342762
87604.293908,241453.926652,615819.156642,489238.403328,-202.477467
88055.092257,197367.593890,470414.332477,489238.403328,-304.246757
98205.889934,753250.882021,1675141.974363,489238.403328,334.446799
84125.112075,35088.903410,533180.232953,489238.403328,-75.272186
83565.710575,5416.820613,2126.553670,489238.403328,-576.094381
83696.316893,68260.887916,615819.174160,489238.403328,-25.376434
85627.029647,89857.947357,165522.951239,489238.403328,-499.200429
89087.117964,253718.015698,1.351740,489238.403328,-832.042185
87968.292797,277213.426457,1458899.577010,489238.403328,604.479454
87064.138487,226999.187492,1385978.638867,489238.403328,582.676910
87373.481848,57461.011288,1385970.529206,489238.403328,751.897633
86153.660088,44813.108457,615818.684070,489238.403328,-4.386488
82259.235540,-37371.006070,615819.178497,489238.403328,81.692546
88351.674131,210724.507086,615819.177167,489238.403328,-172.495407
82259.235540,7102.470255,0.061582,489238.403328,-578.600048
84066.195981,53655.639476,0.061582,489238.403328,-626.960177
0.000000,0.000000,0.000000,0.000000,0.000000
83725.120550,49821.077776,608846.973478,489238.403328,-13.937628
0.000000,0.000000,0.000000,0.000000,0.000000
82259.235540,-174560.652301,667187.667667,489238.403328,270.250681
85815.055850,-15080.971461,615819.178422,489238.403328,55.846691
0.000000,0.000000,0.000000,0.000000,0.000000
82259.235540,-131148.116299,1283.546027,489238.403328,-439.065977
92222.319554,444421.512819,4447085.772522,489238.403328,3421.203537
115529.108179,2004112.406336,551155.272445,489238.403328,-2057.724645
82259.235540,74864.460339,959398.233444,489238.403328,313.036134
86219.809428,15276.177379,220359.099188,489238.403328,-370.375291
