0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,1,0,1,1,1,1,1,0,0,0,5,1000
-1,1,1,0,1,1,1,1,1,0,1,0,5,2000
1,1,1,0,1,-1,1,1,1,0,1,0,1,3000
1,1,1,0,1,-1,1,1,1,0,1,0,2,4000
1,1,1,1,1,1,1,1,1,1,1,0,20,5000
1,1,1,0,1,-1,1,1,1,0,0,0,1,6000
1,1,1,0,1,-1,1,1,1,0,1,0,1,7000
1,1,1,1,1,1,1,1,1,0,1,0,20,8000
1,1,1,0,1,-1,1,1,1,0,1,0,2,9000
1,1,1,0,1,-1,1,1,1,0,0,0,1,10000
1,1,1,0,-1,1,1,1,1,0,0,0,2,11000
1,1,1,0,1,1,1,1,1,0,0,0,6,12000
1,1,1,1,1,1,1,1,1,0,1,0,20,13000
1,1,1,1,1,1,1,1,1,1,1,0,20,14000
1,1,1,1,1,1,1,1,1,0,1,0,20,15000
1,1,1,1,1,1,1,1,1,0,0,0,20,16000
1,1,1,1,1,1,1,1,1,1,1,0,20,17000
1,1,1,1,1,1,1,1,1,0,1,0,20,18000
1,1,1,1,1,1,1,1,1,1,1,0,20,19000
1,1,1,0,1,-1,1,1,1,0,0,0,2,20000
1,1,1,1,1,1,1,1,1,1,1,1,20,21000
1,1,1,1,1,1,1,1,1,1,1,0,20,22000
1,1,1,0,1,-1,1,1,1,0,0,0,2,23000
1,1,1,0,1,-1,1,1,1,0,1,0,1,24000
1,1,1,0,1,-1,1,1,1,0,1,0,2,25000
1,1,1,1,1,1,1,1,1,0,1,0,20,26000
1,1,1,0,-1,1,1,1,1,0,0,0,2,27000
1,1,1,0,1,-1,1,1,1,0,1,0,2,28000
1,1,1,1,1,1,1,1,1,0,0,0,20,29000
1,1,1,0,1,-1,1,1,1,0,1,0,1,30000
1,1,1,0,1,-1,1,1,1,0,0,0,1,31000
1,1,1,0,-1,1,1,1,1,0,0,0,1,32000
1,1,1,1,1,1,1,1,1,0,1,0,9,33000
1,1,1,0,1,-1,1,1,1,0,1,0,1,34000
1,1,1,0,1,-1,1,1,1,0,1,0,2,35000
1,1,1,1,1,1,1,1,1,0,1,0,20,36000
1,1,1,1,1,1,1,1,1,0,1,0,20,37000
1,1,1,0,1,-1,1,1,1,0,0,0,1,38000
1,1,1,0,1,1,1,1,1,0,0,0,20,39000
1,1,1,0,1,-1,1,1,1,0,0,0,2,40000
-1,1,1,0,1,1,1,1,1,0,0,0,12,41000
1,1,1,1,1,1,1,1,1,1,1,0,20,42000
1,1,1,1,1,1,1,1,1,0,1,0,20,43000
1,1,1,0,1,-1,1,1,1,0,1,0,1,44000
1,1,1,0,1,-1,1,1,1,0,1,0,2,45000
1,1,1,0,1,-1,1,1,1,0,0,0,1,46000
1,1,1,1,1,1,1,1,1,0,1,1,20,47000
1,1,1,1,1,1,1,1,1,0,1,0,20,48000
1,1,1,0,1,-1,1,1,1,0,1,0,2,49000
1,1,1,1,1,1,1,1,1,0,0,0,20,50000
1,1,1,1,1,1,1,1,1,0,0,0,20,51000
1,1,1,1,1,1,1,1,1,1,1,0,20,52000
1,1,1,0,1,-1,1,1,1,0,1,0,2,53000
1,1,1,0,1,-1,1,1,1,0,1,0,2,54000
1,1,1,1,1,1,1,1,1,0,0,0,20,55000
1,1,1,1,1,1,1,1,1,1,0,1,20,56000
-1,1,1,1,1,1,1,1,1,0,1,0,15,57000
1,1,1,0,1,-1,1,1,1,0,1,0,1,58000
1,1,1,1,1,1,1,1,1,1,1,0,20,59000
1,1,1,0,1,-1,1,1,1,0,0,0,1,60000
1,1,1,1,1,1,1,1,1,0,0,0,20,61000
1,1,1,1,1,1,1,1,1,0,1,0,20,62000
1,1,1,1,1,1,1,1,1,1,1,0,20,63000
1,1,1,1,1,1,1,1,1,1,1,0,20,64000
1,1,1,0,1,-1,1,1,1,0,1,0,2,65000
1,1,1,0,1,-1,1,1,1,0,1,0,2,66000
1,1,1,1,1,1,1,1,1,1,1,0,20,67000
1,1,1,0,-1,1,1,1,1,0,0,0,2,68000
1,1,1,0,1,-1,1,1,1,0,0,0,1,69000
1,1,1,1,1,1,1,1,1,0,0,0,20,70000
1,1,1,0,1,1,1,1,1,0,0,0,20,71000
1,1,1,0,1,-1,1,1,1,0,0,0,1,72000
-1,1,1,1,1,1,1,1,1,0,0,0,15,73000
1,1,1,1,1,1,1,1,1,0,1,1,20,74000
1,1,1,1,1,1,1,1,1,0,0,0,20,75000
1,1,1,0,1,-1,1,1,1,0,1,0,1,76000
1,1,1,1,1,1,1,1,1,0,1,1,20,77000
1,1,1,0,-1,1,1,1,1,0,0,0,2,78000
1,1,1,1,1,1,1,1,1,0,0,0,20,79000
1,1,1,0,1,-1,1,1,1,0,0,0,1,80000
1,1,1,1,1,1,1,1,1,1,1,1,20,81000
1,1,1,1,1,1,1,1,1,0,0,0,20,82000
1,1,1,1,1,1,1,1,1,1,1,0,20,83000
1,1,1,0,-1,1,1,1,1,0,0,0,1,84000
1,1,1,1,1,1,1,1,1,1,1,0,20,85000
1,1,1,1,1,1,1,1,1,0,0,0,20,86000
1,1,1,1,1,1,1,1,1,0,1,0,20,87000
1,1,1,0,1,-1,1,1,1,0,0,0,2,88000
1,1,1,0,1,-1,1,1,1,0,0,0,2,89000
1,1,1,1,1,1,1,1,1,0,1,0,20,90000
1,1,1,0,1,-1,1,1,1,0,0,0,2,91000
1,1,1,1,1,1,1,1,1,1,0,0,20,92000
1,1,1,1,1,1,1,1,1,0,1,0,20,93000
1,1,1,0,1,-1,1,1,1,0,1,0,2,94000
1,1,1,1,1,1,-1,1,1,1,1,0,15,95000
1,1,1,1,1,1,1,1,1,0,0,0,20,96000
1,1,1,1,1,1,1,1,1,1,1,0,20,97000
1,1,1,0,1,-1,1,1,1,0,1,0,1,98000
1,1,1,1,1,1,1,1,1,1,1,0,20,99000
1,1,1,1,1,1,1,1,1,0,0,0,20,100000
1,1,1,1,1,1,1,1,1,0,0,0,20,101000
1,1,1,0,1,-1,1,1,1,0,1,0,1,102000
1,1,1,0,1,-1,1,1,1,0,1,0,2,103000
1,1,1,0,1,-1,1,1,1,0,0,0,1,104000
1,1,1,1,1,1,1,1,1,1,1,0,20,105000
1,1,1,1,1,1,1,1,1,1,1,0,20,106000
1,1,1,0,1,-1,1,1,1,0,1,0,1,107000
1,1,1,0,-1,1,1,1,1,0,0,0,2,108000
1,1,1,0,1,-1,1,1,1,0,0,0,1,109000
1,1,1,1,1,1,1,1,1,0,0,0,20,110000
1,1,1,1,1,1,1,1,1,1,1,0,20,111000
1,1,1,1,1,1,1,1,1,0,0,0,20,112000
1,1,1,0,1,-1,1,1,1,0,1,0,1,113000
-1,1,1,1,1,1,1,1,1,1,1,0,15,114000
-1,1,1,1,1,1,1,1,1,0,0,0,15,115000
1,1,1,1,1,1,1,1,1,1,1,0,20,116000
1,1,1,0,1,-1,1,1,1,0,1,0,2,117000
1,1,1,0,1,-1,1,1,1,0,1,0,1,118000
1,1,1,0,1,-1,1,1,1,0,1,0,1,119000
1,1,1,1,1,1,1,1,1,1,1,0,20,120000
1,1,1,1,1,1,1,1,1,0,1,0,20,121000
1,1,1,0,-1,1,1,1,1,0,0,0,1,122000
1,1,1,1,1,1,1,1,1,1,1,0,20,123000
1,1,1,1,1,1,1,1,1,0,1,0,20,124000
1,1,1,0,1,-1,1,1,1,0,1,0,1,125000
1,1,1,1,1,1,1,1,1,1,1,0,20,126000
1,1,1,0,1,-1,1,1,1,0,1,0,1,127000
1,1,1,0,1,-1,1,1,1,0,1,0,2,128000
1,1,1,1,1,1,1,1,1,1,1,0,20,129000
1,1,1,1,1,1,1,1,1,1,1,0,20,130000
1,1,1,1,1,1,1,1,1,1,0,0,20,131000
1,1,1,0,1,-1,1,1,1,0,1,0,2,132000
1,1,1,0,1,-1,1,1,1,0,0,0,1,133000
1,1,1,1,1,1,1,1,1,0,0,0,20,134000
1,1,1,1,1,1,1,1,1,1,1,0,20,135000
1,1,1,0,1,-1,1,1,1,0,0,0,2,136000
1,1,1,1,1,1,1,1,1,0,0,0,20,137000
1,1,1,1,1,1,1,1,1,1,1,0,20,138000
1,1,1,1,1,1,1,1,1,1,1,0,20,139000
1,1,1,1,1,1,1,1,1,1,1,0,20,140000
1,1,1,0,1,-1,1,1,1,0,0,0,1,141000
1,1,1,1,1,1,1,1,1,1,1,1,20,142000
1,1,1,0,1,-1,1,1,1,0,0,0,2,143000
1,1,1,1,1,1,1,1,1,0,0,0,20,144000
-1,1,1,1,1,1,1,1,1,1,1,0,15,145000
1,1,1,0,1,-1,1,1,1,0,1,0,1,146000
1,1,1,0,1,-1,1,1,1,0,1,0,2,147000
1,1,1,0,1,1,1,1,1,0,0,0,9,148000
1,1,1,1,1,1,1,1,1,1,1,0,20,149000
1,1,1,0,1,-1,1,1,1,0,1,0,2,150000
1,1,1,1,1,1,1,1,1,0,1,0,20,151000
1,1,1,1,1,1,1,1,1,1,1,0,20,152000
1,1,1,1,1,1,1,1,1,0,0,0,20,153000
1,1,1,1,1,1,1,1,1,1,1,1,20,154000
1,1,1,1,1,1,-1,1,1,1,1,0,15,155000
1,1,1,1,1,1,1,1,1,1,1,0,20,156000
1,1,1,1,1,1,1,1,1,1,1,0,20,157000
1,1,1,1,1,1,1,1,1,1,1,0,20,158000
1,1,1,1,1,1,1,1,1,1,1,0,20,159000
1,1,1,0,1,-1,1,1,1,0,0,0,2,160000
1,1,1,0,1,-1,1,1,1,0,0,0,1,161000
1,1,1,0,1,-1,1,1,1,0,1,0,1,162000
1,1,1,1,1,1,1,1,1,1,0,0,20,163000
1,1,1,0,1,-1,1,1,1,0,0,0,2,164000
1,1,1,1,1,1,-1,1,1,1,1,0,15,165000
1,1,1,0,1,-1,1,1,1,0,1,0,1,166000
1,1,1,1,1,1,1,1,1,1,1,0,20,167000
1,1,1,1,1,1,1,1,1,1,1,0,20,168000
1,1,1,1,1,1,-1,1,1,1,1,0,15,169000
1,1,1,0,1,-1,1,1,1,0,0,0,2,170000
1,1,1,0,1,-1,1,1,1,0,1,0,2,171000
1,1,1,0,1,-1,1,1,1,0,0,0,1,172000
1,1,1,1,1,1,1,1,1,1,1,0,20,173000
1,1,1,1,1,1,1,1,1,1,1,0,20,174000
1,1,1,1,1,1,1,1,1,1,1,0,20,175000
1,1,1,1,1,1,1,1,1,1,1,0,20,176000
1,1,1,0,1,-1,1,1,1,0,0,0,1,177000
1,1,1,1,1,1,1,1,1,0,1,0,20,178000
1,1,1,1,1,1,1,1,1,1,1,0,20,179000
1,1,1,1,1,1,1,1,1,1,1,0,20,180000
1,1,1,1,1,1,1,1,1,1,1,0,20,181000
1,1,1,0,1,-1,1,1,1,0,0,0,2,182000
-1,1,1,1,1,1,1,1,1,1,0,0,15,183000
1,1,1,1,1,1,1,1,1,0,0,0,20,184000
1,1,1,0,1,-1,1,1,1,0,0,0,1,185000
1,1,1,0,1,-1,1,1,1,0,0,0,2,186000
1,1,1,1,1,1,1,1,1,0,1,0,20,187000
1,1,1,0,1,-1,1,1,1,0,1,0,1,188000
1,1,1,0,1,-1,1,1,1,0,1,0,1,189000
1,1,1,1,1,1,1,1,1,1,1,0,20,190000
1,1,1,0,1,-1,1,1,1,0,1,0,1,191000
1,1,1,1,1,1,1,1,1,0,1,0,20,192000
1,1,1,0,1,-1,1,1,1,0,0,0,1,193000
1,1,1,1,1,1,1,1,1,1,1,0,20,194000
1,1,1,0,1,-1,1,1,1,0,1,0,2,195000
1,1,1,1,1,1,1,1,1,1,1,0,20,196000
1,1,1,0,1,-1,1,1,1,0,1,0,2,197000
1,1,1,0,1,-1,1,1,1,0,1,0,2,198000
-1,1,1,1,1,1,1,1,1,1,0,0,15,199000
1,1,1,0,1,-1,1,1,1,1,1,0,2,200000
1,1,1,0,1,-1,1,1,1,0,1,0,1,201000
1,1,1,1,1,1,1,1,1,1,1,0,20,202000
1,1,1,0,1,-1,1,1,1,0,1,0,1,203000
1,1,1,1,1,1,1,1,1,0,0,0,20,204000
1,1,1,1,1,1,1,1,1,1,1,0,20,205000
1,1,1,0,1,1,1,1,-1,1,1,0,5,206000
1,1,1,0,1,-1,1,1,1,0,0,0,2,207000
1,1,1,0,1,-1,1,1,1,0,1,0,1,208000
1,1,1,0,1,-1,1,1,1,0,0,0,2,209000
1,1,1,1,1,1,1,1,1,1,1,0,20,210000
1,1,1,1,1,1,1,1,1,1,1,0,20,211000
1,1,1,1,1,1,1,1,1,0,1,0,20,212000
1,1,1,0,1,-1,1,1,1,0,1,0,2,213000
1,1,1,1,1,1,1,1,1,1,1,0,20,214000
1,1,1,0,1,-1,1,1,1,0,1,0,2,215000
1,1,1,1,1,1,1,1,1,1,1,0,20,216000
1,1,1,1,1,1,1,1,1,1,1,0,20,217000
1,1,1,0,1,-1,1,1,1,0,1,0,2,218000
1,1,1,1,1,1,1,1,1,0,0,0,20,219000
1,1,1,0,-1,1,1,1,1,0,0,0,2,220000
1,1,1,0,1,-1,1,1,1,0,0,0,1,221000
1,1,1,1,1,1,1,1,1,1,1,0,20,222000
1,1,1,1,1,1,1,1,1,1,1,0,20,223000
1,1,1,1,1,1,1,1,1,1,1,0,20,224000
1,1,1,1,1,1,1,1,1,1,1,0,20,225000
1,1,1,0,1,-1,1,1,1,0,0,0,2,226000
1,1,1,1,1,1,1,1,1,1,1,0,20,227000
1,1,1,1,1,1,1,1,1,1,0,0,20,228000
1,1,1,1,1,1,1,1,1,1,1,0,20,229000
1,1,1,0,1,-1,1,1,1,0,1,0,1,230000
1,1,1,0,1,-1,1,1,1,0,0,0,2,231000
1,1,1,1,1,1,1,1,1,0,0,0,20,232000
1,1,1,0,1,-1,1,1,1,0,1,0,2,233000
1,1,1,1,1,1,1,1,1,1,1,0,20,234000
1,1,1,1,1,1,1,1,1,1,1,0,20,235000
1,1,1,0,1,-1,1,1,1,0,1,0,1,236000
1,1,1,1,1,1,1,1,1,1,1,0,20,237000
1,1,1,0,1,-1,1,1,1,0,0,0,2,238000
1,1,1,1,1,1,1,1,1,0,0,0,20,239000
1,1,1,0,1,-1,1,1,1,0,1,0,1,240000
1,1,1,1,1,1,1,1,1,1,1,0,20,241000
1,1,1,1,1,1,1,1,1,0,1,0,20,242000
1,1,1,1,1,1,1,1,1,0,0,0,20,243000
1,1,1,0,1,-1,1,1,1,0,0,0,1,244000
1,1,1,0,1,-1,1,1,1,0,1,0,2,245000
1,1,1,0,1,-1,1,1,1,0,1,0,1,246000
1,1,1,1,1,1,1,1,1,0,0,0,20,247000
1,1,1,1,1,1,1,1,1,1,1,0,20,248000
1,1,1,0,1,-1,1,1,1,0,0,0,1,249000
1,1,1,1,1,1,1,1,1,1,1,0,20,250000
1,1,1,1,1,1,1,1,1,0,1,0,20,251000
1,1,1,1,1,1,1,1,1,1,0,0,20,252000
1,1,1,1,1,1,1,1,1,0,0,0,20,253000
1,1,1,0,1,-1,1,1,1,0,0,0,1,254000
1,1,1,1,1,1,1,1,1,1,1,0,20,255000
1,1,1,0,1,-1,1,1,1,0,1,0,1,256000
1,1,1,1,1,1,1,1,1,1,0,0,20,257000
1,1,1,1,1,1,1,1,1,1,1,0,20,258000
-1,1,1,1,1,1,1,1,1,1,1,0,15,259000
1,1,1,1,1,1,1,1,1,1,0,0,20,260000
1,1,1,1,1,1,1,1,1,1,0,0,20,261000
1,1,1,1,1,1,1,1,1,1,1,0,20,262000
1,1,1,0,1,-1,1,1,1,0,1,0,2,263000
1,1,1,1,1,1,1,1,1,0,0,0,20,264000
1,1,1,1,1,1,1,1,1,1,1,0,20,265000
1,1,1,0,1,-1,1,1,1,0,1,0,1,266000
1,1,1,1,1,1,1,1,1,0,0,0,20,267000
1,1,1,1,1,1,1,1,1,0,1,0,20,268000
1,1,1,0,1,-1,1,1,1,0,1,0,2,269000
1,1,1,1,1,1,1,1,1,1,1,0,20,270000
1,1,1,1,1,1,1,1,1,1,1,0,20,271000
1,1,1,0,1,-1,1,1,1,0,0,0,1,272000
1,1,1,1,1,1,1,1,1,1,1,0,20,273000
1,1,1,1,1,1,1,1,1,1,0,0,20,274000
1,1,1,1,1,1,1,1,1,1,1,0,20,275000
1,1,1,0,1,-1,1,1,1,0,1,0,1,276000
1,1,1,0,1,-1,1,1,1,0,1,0,2,277000
1,1,1,1,1,1,1,1,1,1,1,0,20,278000
1,1,1,1,1,1,1,1,1,1,1,0,20,279000
1,1,1,1,1,1,1,1,1,1,1,0,20,280000
1,1,1,1,1,1,1,1,1,1,0,0,20,281000
1,1,1,1,1,1,1,1,1,1,1,0,20,282000
1,1,1,1,1,1,1,1,1,1,1,0,20,283000
1,1,1,1,1,1,1,1,1,0,1,0,20,284000
1,1,1,1,1,1,1,1,1,1,0,0,20,285000
1,1,1,1,1,1,1,1,1,1,0,0,20,286000
-1,1,1,1,1,1,1,1,1,0,0,0,13,287000
1,1,1,0,1,-1,1,1,1,0,0,0,2,288000
1,1,1,1,1,1,1,1,1,1,1,0,20,289000
1,1,1,1,1,1,1,1,1,0,1,0,20,290000
1,1,1,1,1,1,1,1,1,0,0,0,20,291000
1,1,1,1,1,1,1,1,1,1,0,0,20,292000
1,1,1,1,1,1,1,1,1,0,1,0,20,293000
