0.624976,0.100000,20.000000,146.000000
0.550000,0.092977,20.000000,431.000000
0.286353,0.095170,20.000000,924.000000
0.550000,0.012491,20.000000,2708.000000
0.550000,0.100000,20.000000,3676.000000
0.000000,0.000000,20.000000,4274.000000
0.550069,0.000001,20.000000,4458.000000
0.550000,0.100000,20.000000,5411.000000
0.500235,0.040693,20.000000,6052.000000
0.000000,0.000000,20.000000,6642.000000
0.806732,0.100000,20.000000,6715.000000
0.000000,0.000000,20.000000,9633.000000
0.750031,0.225061,20.000000,9873.000000
0.550000,0.100000,20.000000,9926.000000
0.550000,0.047467,20.000000,11214.000000
0.000000,0.000000,20.000000,11250.000000
0.550000,0.100000,20.000000,12153.000000
0.624992,0.100000,20.000000,13644.000000
0.774826,0.108656,20.000000,16197.000000
0.000000,0.000000,20.000000,17410.000000
0.550000,0.100000,20.000000,17760.000000
0.550000,0.100000,20.000000,18287.000000
0.814848,0.166545,20.000000,20827.000000
0.660715,0.132779,20.000000,21559.000000
0.000000,0.000000,20.000000,21880.000000
0.550001,0.000179,20.000000,22071.000000
0.754182,0.123772,20.000000,22743.000000
0.000000,0.000000,20.000000,23005.000000
0.556046,0.129643,20.000000,23761.000000
0.000000,0.000000,20.000000,24056.000000
0.000000,0.000000,20.000000,24907.000000
0.550000,0.085918,20.000000,25149.000000
0.989078,0.100000,20.000000,26149.000000
0.000000,0.000000,20.000000,27124.000000
0.655096,0.100000,20.000000,27882.000000
0.550000,0.100000,20.000000,28550.000000
0.000000,0.000000,20.000000,28812.000000
0.550000,0.034552,20.000000,29833.000000
0.605723,0.181732,20.000000,29858.000000
0.000000,0.000000,20.000000,30605.000000
0.752814,0.380146,20.000000,32797.000000
0.000000,0.000000,20.000000,32821.000000
0.474160,0.006209,20.000000,33541.000000
0.000000,0.000000,20.000000,33842.000000
0.500000,0.000000,20.000000,37151.000000
0.550000,0.100000,20.000000,37164.000000
0.549135,0.079156,20.000000,37525.000000
0.386270,0.011493,20.000000,37680.000000
0.550000,0.098310,20.000000,37719.000000
0.000000,0.000000,20.000000,37828.000000
0.000000,0.000000,20.000000,40528.000000
0.000000,0.000000,20.000000,40647.000000
0.550000,0.040118,20.000000,41000.000000
0.550000,0.100000,20.000000,41017.000000
0.550001,0.000159,20.000000,41297.000000
0.609755,0.207957,20.000000,42335.000000
0.686800,0.100000,20.000000,42398.000000
0.862437,0.076388,20.000000,43193.000000
0.935546,0.272018,20.000000,43244.000000
0.550000,0.086581,20.000000,43877.000000
0.550000,0.000345,20.000000,43963.000000
0.618676,0.100000,20.000000,45397.000000
0.550000,0.026878,20.000000,48076.000000
0.177403,0.000000,20.000000,48413.000000
0.789500,0.236904,20.000000,48651.000000
0.750044,0.225063,20.000000,48918.000000
0.750031,0.225061,20.000000,49316.000000
0.341195,0.100000,20.000000,49996.000000
0.550000,0.100000,20.000000,51260.000000
0.550000,0.100000,20.000000,51709.000000
0.340729,0.000000,20.000000,51864.000000
0.392465,0.000000,20.000000,52003.000000
0.000000,0.000000,20.000000,52153.000000
0.550000,0.098868,20.000000,52759.000000
0.000000,0.000000,20.000000,53042.000000
0.699816,0.108341,20.000000,53095.000000
0.550000,0.100000,20.000000,53252.000000
0.000000,0.000000,20.000000,53455.000000
0.550000,0.000208,20.000000,53832.000000
0.332410,0.722141,20.000000,55072.000000
0.750842,0.089500,20.000000,55301.000000
0.550000,0.155792,20.000000,58010.000000
0.524242,0.035783,20.000000,58456.000000
0.550000,0.022253,20.000000,58597.000000
0.000000,0.000000,20.000000,59307.000000
0.550000,0.100000,20.000000,59751.000000
0.750031,0.224507,20.000000,60912.000000
0.000000,0.000000,20.000000,61381.000000
0.550000,0.081799,20.000000,61399.000000
0.778859,0.196388,20.000000,61659.000000
0.594694,0.100000,20.000000,63322.000000
0.750031,0.225061,20.000000,63681.000000
0.550000,0.066359,20.000000,65076.000000
0.769023,0.166710,20.000000,65612.000000
0.744642,0.216029,20.000000,66258.000000
0.550000,0.051774,20.000000,66495.000000
0.550000,0.100000,20.000000,66527.000000
0.550000,0.000359,20.000000,66711.000000
0.550000,0.100000,20.000000,68895.000000
0.757576,0.091140,20.000000,69302.000000
0.935191,0.269736,20.000000,69419.000000
0.000000,0.000000,20.000000,69691.000000
0.550000,0.085919,20.000000,69749.000000
0.813753,0.201402,20.000000,70291.000000
0.000000,0.000000,20.000000,72420.000000
0.000000,0.000000,20.000000,73067.000000
0.550000,0.095948,20.000000,73635.000000
0.750043,0.225062,20.000000,73684.000000
0.000000,0.000000,20.000000,73863.000000
0.937507,0.281313,20.000000,74756.000000
0.789500,0.236904,20.000000,76326.000000
0.550000,0.100000,20.000000,76673.000000
0.495581,0.223842,20.000000,76732.000000
0.842599,0.088552,20.000000,80106.000000
0.550000,0.111986,20.000000,80385.000000
0.757950,0.180050,20.000000,80526.000000
0.000000,0.000000,20.000000,83393.000000
0.750032,0.225061,20.000000,83416.000000
0.000000,0.000000,20.000000,83418.000000
0.838091,0.129171,20.000000,84680.000000
0.748982,0.223255,20.000000,85086.000000
0.550000,0.056646,20.000000,85462.000000
0.750044,0.225063,20.000000,85823.000000
0.750033,0.221113,20.000000,85942.000000
0.550000,0.178423,20.000000,86128.000000
0.000000,0.000000,20.000000,86227.000000
0.901053,0.151522,20.000000,86431.000000
0.550000,0.100000,20.000000,86823.000000
0.744641,0.216027,20.000000,86935.000000
0.980125,0.077527,20.000000,87552.000000
0.624978,0.100000,20.000000,87562.000000
0.750044,0.225062,20.000000,88135.000000
0.000000,0.000000,20.000000,88139.000000
0.000000,0.000000,20.000000,88338.000000
0.788154,0.234876,20.000000,88672.000000
0.759296,0.205648,20.000000,88951.000000
0.550401,0.003955,20.000000,90268.000000
0.550000,0.012770,20.000000,90394.000000
0.000000,0.000000,20.000000,90541.000000
0.550000,0.100000,20.000000,90657.000000
0.599085,0.069172,20.000000,91969.000000
0.000000,0.000000,20.000000,92297.000000
0.000000,0.000000,20.000000,94554.000000
0.452150,0.247602,20.000000,94832.000000
0.975816,0.100000,20.000000,94924.000000
0.550000,0.043920,20.000000,95407.000000
0.778999,0.114423,20.000000,95452.000000
0.937507,0.281312,20.000000,95808.000000
0.750044,0.225062,20.000000,97936.000000
0.937507,0.281312,20.000000,98034.000000
0.750043,0.045015,20.000000,98460.000000
0.000000,0.000000,20.000000,98583.000000
0.758255,0.217081,20.000000,98938.000000
0.294215,0.100000,20.000000,99612.000000
0.550513,0.073489,20.000000,99937.000000
0.000000,0.000000,20.000000,100221.000000
0.571037,0.086132,20.000000,100332.000000
0.550639,0.099976,20.000000,100899.000000
0.750031,0.225061,20.000000,101652.000000
0.000000,0.000000,20.000000,102582.000000
0.550000,0.100000,20.000000,102656.000000
0.750044,0.225063,20.000000,102989.000000
0.000000,0.000000,20.000000,103459.000000
0.963655,0.180047,20.000000,103865.000000
0.240653,0.038221,20.000000,104292.000000
0.000000,0.000000,20.000000,105131.000000
0.500000,0.000000,20.000000,105214.000000
0.480876,0.100000,20.000000,105706.000000
0.000000,0.000000,20.000000,105742.000000
0.935024,0.269042,20.000000,105824.000000
0.000000,0.000000,20.000000,106457.000000
0.750113,0.225040,20.000000,106477.000000
0.000000,0.000000,20.000000,106524.000000
0.550000,0.050041,20.000000,106779.000000
0.340720,0.000000,20.000000,108374.000000
0.744087,0.215078,20.000000,108854.000000
0.550000,0.100000,20.000000,109262.000000
0.000000,0.000000,20.000000,109365.000000
0.749278,0.214993,20.000000,109705.000000
0.748982,0.223255,20.000000,110083.000000
0.550000,0.059356,20.000000,110233.000000
0.550000,0.100000,20.000000,111261.000000
0.000000,0.000000,20.000000,111639.000000
0.852500,0.242162,20.000000,111884.000000
0.750033,0.190008,20.000000,112170.000000
0.550000,0.023865,20.000000,112377.000000
0.000000,0.000000,20.000000,113125.000000
0.000000,0.000000,20.000000,113139.000000
0.750382,0.226744,20.000000,113256.000000
0.501323,0.044879,20.000000,113314.000000
0.550000,0.070711,20.000000,114267.000000
0.847088,0.131345,20.000000,114846.000000
0.750044,0.225063,20.000000,116022.000000
0.000000,0.000000,20.000000,116320.000000
0.539634,0.201483,20.000000,116371.000000
0.340719,0.000000,20.000000,116544.000000
0.550238,0.097850,20.000000,117549.000000
0.550000,0.031805,20.000000,117650.000000
0.550000,0.010640,20.000000,117692.000000
0.744644,0.216029,20.000000,117802.000000
0.550000,0.155441,20.000000,117899.000000
0.550000,0.073337,20.000000,118179.000000
0.550000,0.100000,20.000000,118182.000000
0.550164,0.056533,20.000000,119147.000000
0.000000,0.000000,20.000000,119394.000000
0.624978,0.100000,20.000000,120344.000000
0.550000,0.000996,20.000000,120779.000000
0.267549,0.081013,20.000000,120954.000000
0.550000,0.073337,20.000000,120974.000000
